accuracy,avg_rating,checkin,cleanliness,communication,currency,guest_satisfication,host_reviews,location,monthly_price_factor,picture_count,price,response_rate,reviews_count,url,value,weekly_price_factor,listing_key
10,4.85,9,10,10,CAD,97,482,9,1.0,9,14,98,130,https://www.airbnb.com/rooms/24717072,10,1.0,24717072
9,4.69,10,9,10,CAD,94,278,9,0.7000000000000001,11,14,86,179,https://www.airbnb.com/rooms/5927141,9,0.85,5927141
10,4.77,10,10,10,CAD,95,584,9,1.0,17,18,100,65,https://www.airbnb.com/rooms/25479823,10,1.0,25479823
9,4.63,10,9,10,CAD,93,52,10,1.0,11,14,100,49,https://www.airbnb.com/rooms/15148207,9,0.89,15148207
10,4.75,10,9,10,CAD,95,65,9,1.0,17,16,100,16,https://www.airbnb.com/rooms/20072471,10,0.85,20072471
10,4.72,10,10,10,CAD,94,440,9,0.9,18,18,100,68,https://www.airbnb.com/rooms/20713487,9,0.95,20713487
10,4.74,10,10,10,CAD,95,372,9,0.8,15,14,100,204,https://www.airbnb.com/rooms/11817519,10,0.91,11817519
10,4.66,9,10,9,CAD,93,203,9,0.85,14,16,97,139,https://www.airbnb.com/rooms/16442884,9,0.97,16442884
10,4.69,10,9,10,CAD,94,214,10,1.0,27,18,98,39,https://www.airbnb.com/rooms/29365417,9,1.0,29365417
9,4.4,9,9,9,CAD,88,190,8,0.92,21,14,93,40,https://www.airbnb.com/rooms/20031300,9,0.95,20031300
10,4.8100000000000005,10,10,10,CAD,96,49,9,0.9,36,17,100,48,https://www.airbnb.com/rooms/21852326,10,0.9,21852326
10,4.82,10,10,9,CAD,96,760,10,0.85,20,17,100,114,https://www.airbnb.com/rooms/13845687,10,0.9,13845687
10,4.64,10,9,10,CAD,93,102,9,1.0,10,17,95,80,https://www.airbnb.com/rooms/26537315,9,1.0,26537315
9,4.07,9,9,10,CAD,81,50,9,0.8,15,17,95,44,https://www.airbnb.com/rooms/25970779,8,0.9,25970779
10,4.71,10,10,10,CAD,94,154,9,0.75,8,14,100,43,https://www.airbnb.com/rooms/6029624,9,0.95,6029624
9,4.73,10,10,10,CAD,95,11,9,0.8,12,14,100,11,https://www.airbnb.com/rooms/32843880,9,1.0,32843880
10,4.75,10,10,10,CAD,95,372,9,0.8300000000000001,13,14,100,153,https://www.airbnb.com/rooms/12389842,10,0.91,12389842
10,4.74,10,10,10,CAD,95,25,10,0.85,22,17,100,23,https://www.airbnb.com/rooms/30396031,10,0.9,30396031
9,4.42,9,10,9,CAD,88,15,9,0.8,7,18,100,12,https://www.airbnb.com/rooms/32821491,9,0.95,32821491
10,4.83,10,10,10,CAD,97,234,10,1.0,22,16,94,46,https://www.airbnb.com/rooms/21781241,10,1.0,21781241
10,4.79,10,10,10,CAD,96,440,9,0.9,22,17,100,70,https://www.airbnb.com/rooms/20539742,10,0.95,20539742
9,4.38,9,9,9,CAD,88,142,10,0.85,7,17,100,14,https://www.airbnb.com/rooms/24809372,9,0.9,24809372
10,5.0,10,10,10,CAD,100,0,10,0.8,13,16,100,4,https://www.airbnb.com/rooms/32010469,10,0.9,32010469
10,4.93,10,10,10,CAD,99,83,10,1.0,28,17,100,75,https://www.airbnb.com/rooms/21631200,10,0.96,21631200
10,4.8,10,10,10,CAD,96,440,8,0.9,18,17,100,82,https://www.airbnb.com/rooms/20538949,10,0.95,20538949
10,4.54,9,9,10,CAD,91,50,10,1.0,6,18,100,24,https://www.airbnb.com/rooms/33224398,9,1.0,33224398
10,4.88,10,9,10,CAD,98,59,10,1.0,14,16,90,57,https://www.airbnb.com/rooms/23669415,10,0.9,23669415
10,4.74,10,9,10,CAD,95,234,9,1.0,19,17,94,43,https://www.airbnb.com/rooms/21782641,10,1.0,21782641
10,4.8100000000000005,10,9,10,CAD,96,1345,10,0.93,29,22,100,54,https://www.airbnb.com/rooms/30552599,10,1.0,30552599
10,4.68,10,10,10,CAD,94,234,9,1.0,31,16,94,72,https://www.airbnb.com/rooms/21780488,9,0.9,21780488
9,4.71,10,9,10,CAD,94,42,9,0.8,6,14,100,41,https://www.airbnb.com/rooms/26737652,9,0.9,26737652
10,4.89,10,10,10,CAD,98,248,9,0.9,27,16,100,75,https://www.airbnb.com/rooms/13877748,10,0.95,13877748
10,4.8,10,10,9,CAD,96,34,10,0.9,22,17,100,15,https://www.airbnb.com/rooms/29537563,10,0.95,29537563
10,4.64,10,9,10,CAD,93,92,10,0.7000000000000001,1,16,100,77,https://www.airbnb.com/rooms/3624514,10,0.9,3624514
10,4.92,10,10,10,CAD,98,248,9,0.9,22,16,100,59,https://www.airbnb.com/rooms/13877274,10,0.95,13877274
10,4.54,10,9,10,CAD,91,96,10,0.85,30,14,90,63,https://www.airbnb.com/rooms/386374,9,0.9,386374
10,4.88,10,10,10,CAD,98,88,9,0.8,26,18,100,42,https://www.airbnb.com/rooms/18562070,10,0.9,18562070
10,4.95,10,10,10,CAD,99,34,10,0.9,31,17,100,19,https://www.airbnb.com/rooms/32071565,10,0.95,32071565
8,4.0,8,10,10,CAD,80,1,8,1.0,13,17,100,1,https://www.airbnb.com/rooms/35469666,10,1.0,35469666
10,4.86,10,10,10,CAD,97,838,9,0.94,13,16,100,14,https://www.airbnb.com/rooms/20008382,10,0.95,20008382
10,4.55,10,9,10,CAD,91,214,10,1.0,24,18,98,20,https://www.airbnb.com/rooms/30289442,9,1.0,30289442
10,5.0,10,10,10,CAD,100,65,10,0.9,16,14,100,1,https://www.airbnb.com/rooms/34039237,10,0.9,34039237
10,4.79,9,10,10,CAD,96,50,10,1.0,6,17,100,24,https://www.airbnb.com/rooms/31955761,9,1.0,31955761
9,4.58,9,9,10,CAD,92,236,10,0.95,38,18,100,59,https://www.airbnb.com/rooms/18141861,9,0.95,18141861
10,4.64,10,10,10,CAD,93,49,10,0.9,5,17,100,46,https://www.airbnb.com/rooms/17683443,10,0.9,17683443
9,4.68,9,9,9,CAD,94,34,9,0.87,13,16,100,34,https://www.airbnb.com/rooms/24163394,9,0.95,24163394
9,4.33,9,10,7,CAD,87,50,9,0.9,15,14,95,3,https://www.airbnb.com/rooms/34064487,10,0.95,34064487
9,4.33,9,8,9,CAD,87,3,8,0.7000000000000001,13,16,100,3,https://www.airbnb.com/rooms/35043662,9,0.8,35043662
10,4.79,10,9,10,CAD,96,482,8,1.0,7,14,98,19,https://www.airbnb.com/rooms/32739609,9,1.0,32739609
10,4.62,10,10,10,CAD,92,36,9,1.0,29,17,100,13,https://www.airbnb.com/rooms/28282047,10,1.0,28282047
10,4.82,9,10,10,CAD,96,18,8,0.7000000000000001,8,16,100,18,https://www.airbnb.com/rooms/18549547,9,0.9,18549547
9,4.8100000000000005,10,9,10,CAD,96,57,10,0.7000000000000001,8,17,100,16,https://www.airbnb.com/rooms/31516391,10,0.9,31516391
10,5.0,10,10,10,CAD,100,5,10,1.0,7,14,0,2,https://www.airbnb.com/rooms/24736670,10,1.0,24736670
9,4.09,8,9,8,CAD,82,234,8,1.0,11,16,94,11,https://www.airbnb.com/rooms/31264106,9,1.0,31264106
10,4.54,9,10,10,CAD,91,67,10,0.9,14,14,100,13,https://www.airbnb.com/rooms/31546478,9,1.0,31546478
9,4.27,9,9,9,CAD,85,200,9,0.9,11,17,100,11,https://www.airbnb.com/rooms/32871873,9,0.9,32871873
9,5.0,10,9,9,CAD,100,16,8,0.85,7,16,100,3,https://www.airbnb.com/rooms/34014026,9,0.9,34014026
10,4.5,10,10,9,CAD,90,2,10,0.9,5,17,75,2,https://www.airbnb.com/rooms/34750378,9,1.0,34750378
9,4.47,9,9,9,CAD,89,94,8,0.88,13,17,100,19,https://www.airbnb.com/rooms/28074863,9,0.91,28074863
9,4.29,9,9,9,CAD,86,10,8,0.78,7,17,60,7,https://www.airbnb.com/rooms/28011126,8,0.85,28011126
10,5.0,10,10,10,CAD,100,3,7,0.9,11,14,100,3,https://www.airbnb.com/rooms/34719666,10,0.95,34719666
9,4.29,9,9,9,CAD,86,39,9,0.8,11,14,100,35,https://www.airbnb.com/rooms/18215851,9,0.86,18215851
10,4.95,10,10,10,CAD,99,22,9,1.0,14,17,100,20,https://www.airbnb.com/rooms/29261270,10,1.0,29261270
10,5.0,10,10,10,CAD,100,7,10,0.62,13,17,100,4,https://www.airbnb.com/rooms/33943335,10,0.85,33943335
10,4.64,9,9,10,CAD,93,440,9,0.9,18,17,100,14,https://www.airbnb.com/rooms/21290485,10,0.95,21290485
10,4.76,10,9,10,CAD,95,107,10,0.6000000000000001,7,18,90,21,https://www.airbnb.com/rooms/30066145,10,0.9,30066145
10,5.0,10,10,10,CAD,100,2,10,0.6000000000000001,4,14,100,1,https://www.airbnb.com/rooms/33882081,10,0.8,33882081
10,4.72,10,9,10,CAD,94,248,10,0.9,19,16,100,18,https://www.airbnb.com/rooms/19115965,9,0.95,19115965
10,5.0,10,10,10,CAD,100,2,10,0.51,10,17,0,1,https://www.airbnb.com/rooms/35844563,10,0.79,35844563
9,4.46,9,9,10,CAD,89,35,8,0.84,12,14,100,26,https://www.airbnb.com/rooms/24174639,9,1.0,24174639
10,4.71,10,9,10,CAD,94,49,9,0.7000000000000001,13,16,100,17,https://www.airbnb.com/rooms/25667650,10,0.9,25667650
10,5.0,10,10,10,CAD,100,95,10,0.8,11,17,100,2,https://www.airbnb.com/rooms/24647453,10,0.85,24647453
10,4.97,10,10,10,CAD,99,149,9,1.0,59,17,96,30,https://www.airbnb.com/rooms/24224994,10,1.0,24224994
8,4.75,10,10,9,CAD,95,4,10,1.0,10,17,50,4,https://www.airbnb.com/rooms/22922473,9,1.0,22922473
10,5.0,10,10,10,CAD,100,7,9,0.62,23,17,100,3,https://www.airbnb.com/rooms/33779602,10,0.85,33779602
9,4.78,10,10,10,CAD,96,94,9,0.88,13,17,100,18,https://www.airbnb.com/rooms/23428105,10,0.9,23428105
9,4.36,9,9,9,CAD,87,11,8,0.9,13,16,100,11,https://www.airbnb.com/rooms/32240311,8,0.95,32240311
10,4.84,10,10,10,CAD,97,78,10,0.7000000000000001,11,14,90,19,https://www.airbnb.com/rooms/21437589,10,0.9,21437589
10,5.0,10,9,10,CAD,100,9,10,1.0,2,17,100,3,https://www.airbnb.com/rooms/19277851,10,0.79,19277851
10,4.83,10,10,10,CAD,97,26,10,0.85,6,18,100,24,https://www.airbnb.com/rooms/26596280,10,0.9,26596280
9,4.62,9,9,10,CAD,92,51,9,0.6900000000000001,14,14,80,30,https://www.airbnb.com/rooms/12851817,10,0.89,12851817
0,0.0,0,0,0,CAD,0,0,0,0.55,1,14,0,0,https://www.airbnb.com/rooms/36043180,0,0.8,36043180
10,4.0,10,9,10,CAD,80,22,9,1.0,14,16,100,2,https://www.airbnb.com/rooms/33674607,10,1.0,33674607
9,4.0,9,9,9,CAD,80,380,8,0.85,26,16,100,3,https://www.airbnb.com/rooms/30211529,8,0.95,30211529
10,4.79,9,9,10,CAD,96,80,10,0.7000000000000001,3,17,100,31,https://www.airbnb.com/rooms/18413229,10,0.9,18413229
10,4.8100000000000005,10,10,10,CAD,96,49,9,0.9,9,14,100,16,https://www.airbnb.com/rooms/27635143,9,0.9,27635143
6,5.0,6,6,6,CAD,100,1,10,0.85,8,20,70,1,https://www.airbnb.com/rooms/33197185,6,0.89,33197185
9,4.48,10,9,10,CAD,90,78,10,0.9,24,18,91,26,https://www.airbnb.com/rooms/20285668,9,1.0,20285668
10,4.8100000000000005,10,10,10,CAD,96,37,9,0.93,35,16,100,31,https://www.airbnb.com/rooms/26532511,10,0.97,26532511
9,4.73,10,10,9,CAD,95,29,9,0.9,7,16,100,11,https://www.airbnb.com/rooms/20711455,9,0.92,20711455
10,5.0,10,9,10,CAD,100,57,10,1.0,6,18,100,10,https://www.airbnb.com/rooms/23210341,10,1.0,23210341
0,0.0,0,0,0,CAD,0,0,0,0.8200000000000001,11,17,0,0,https://www.airbnb.com/rooms/35913690,0,0.86,35913690
9,4.53,10,9,10,CAD,91,83,10,0.88,22,14,100,34,https://www.airbnb.com/rooms/17928720,9,0.91,17928720
10,4.67,10,9,10,CAD,93,23,9,0.88,8,14,100,3,https://www.airbnb.com/rooms/33170632,9,0.92,33170632
10,4.65,10,9,10,CAD,93,39,8,0.72,20,14,100,20,https://www.airbnb.com/rooms/22300533,9,0.9,22300533
10,4.75,10,10,10,CAD,95,21,10,0.9,10,17,0,4,https://www.airbnb.com/rooms/22973510,10,0.9,22973510
9,4.11,9,9,9,CAD,82,1845,8,1.0,16,17,99,9,https://www.airbnb.com/rooms/26782340,8,1.0,26782340
10,4.67,10,9,10,CAD,93,49,9,0.71,13,14,100,28,https://www.airbnb.com/rooms/20132578,9,0.9,20132578
0,0.0,0,0,0,CAD,0,2208,0,1.0,25,18,100,0,https://www.airbnb.com/rooms/35714405,0,1.0,35714405
10,4.67,10,10,10,CAD,93,18,9,0.9,14,14,0,18,https://www.airbnb.com/rooms/15606308,9,1.0,15606308
9,4.7,9,9,10,CAD,94,23,9,0.9,12,16,100,20,https://www.airbnb.com/rooms/32367616,9,0.92,32367616
10,4.79,10,10,10,CAD,96,78,9,0.7000000000000001,12,14,90,57,https://www.airbnb.com/rooms/22160669,9,0.9,22160669
10,4.64,10,9,9,CAD,93,80,9,0.5,3,17,100,28,https://www.airbnb.com/rooms/17925889,10,0.8,17925889
10,4.92,10,10,10,CAD,98,31,10,1.0,10,18,0,25,https://www.airbnb.com/rooms/1718505,10,1.0,1718505
10,4.82,10,10,10,CAD,96,68,10,0.8,12,17,60,68,https://www.airbnb.com/rooms/20788668,10,0.9,20788668
10,4.75,10,10,10,CAD,95,317,10,1.0,23,16,100,12,https://www.airbnb.com/rooms/34044720,9,1.0,34044720
10,4.66,9,9,10,CAD,93,317,9,1.0,40,16,100,131,https://www.airbnb.com/rooms/24820220,9,1.0,24820220
10,4.67,10,10,10,CAD,93,317,10,1.0,27,17,100,67,https://www.airbnb.com/rooms/30508305,10,1.0,30508305
10,4.94,10,10,10,CAD,99,248,9,0.9,23,16,100,96,https://www.airbnb.com/rooms/13524467,10,0.95,13524467
10,4.96,10,10,10,CAD,99,50,10,1.0,16,16,100,50,https://www.airbnb.com/rooms/28833559,10,1.0,28833559
10,4.85,10,10,10,CAD,97,1342,10,1.0,41,26,100,52,https://www.airbnb.com/rooms/11580930,10,1.0,11580930
10,4.73,10,10,10,CAD,95,1342,10,1.0,44,26,100,49,https://www.airbnb.com/rooms/11443399,10,1.0,11443399
9,4.29,10,9,10,CAD,86,542,9,0.95,17,29,100,17,https://www.airbnb.com/rooms/29900786,9,0.98,29900786
9,4.78,10,9,10,CAD,96,206,10,0.75,28,25,100,18,https://www.airbnb.com/rooms/30702408,10,0.95,30702408
10,4.54,10,9,10,CAD,91,35,8,0.8,12,28,100,35,https://www.airbnb.com/rooms/20516956,9,0.85,20516956
10,4.93,10,10,10,CAD,99,16,9,0.8,28,29,100,15,https://www.airbnb.com/rooms/5839036,10,0.95,5839036
10,4.77,10,10,10,CAD,95,23,10,0.88,13,28,100,22,https://www.airbnb.com/rooms/30470246,10,0.92,30470246
0,0.0,0,0,0,CAD,0,0,0,1.0,18,25,0,0,https://www.airbnb.com/rooms/21607057,0,1.0,21607057
9,4.67,10,9,10,CAD,93,44,9,0.9,4,25,100,3,https://www.airbnb.com/rooms/20817568,10,0.95,20817568
9,4.5,10,9,10,CAD,90,11,10,1.0,19,26,100,4,https://www.airbnb.com/rooms/33495072,10,1.0,33495072
10,5.0,10,10,10,CAD,100,1,10,0.8,9,26,100,1,https://www.airbnb.com/rooms/34855981,10,1.0,34855981
10,4.38,10,9,10,CAD,88,8,10,1.0,15,25,100,8,https://www.airbnb.com/rooms/33641665,10,1.0,33641665
9,4.38,10,9,10,CAD,88,542,9,0.95,18,25,100,8,https://www.airbnb.com/rooms/32356711,10,0.98,32356711
10,5.0,10,10,10,CAD,100,9,10,0.85,9,28,100,7,https://www.airbnb.com/rooms/34332558,10,0.9,34332558
10,4.71,10,9,10,CAD,94,17,10,0.94,11,29,100,17,https://www.airbnb.com/rooms/31915780,10,0.97,31915780
9,4.6,10,9,10,CAD,92,32,10,0.7000000000000001,4,38,80,20,https://www.airbnb.com/rooms/19750063,9,0.9,19750063
10,4.8100000000000005,10,10,10,CAD,96,57,9,0.8,17,38,100,37,https://www.airbnb.com/rooms/23669830,10,0.89,23669830
10,5.0,10,10,10,CAD,100,6,10,0.64,5,36,50,1,https://www.airbnb.com/rooms/20229773,10,0.87,20229773
10,5.0,10,10,10,CAD,100,93,10,0.78,42,37,95,1,https://www.airbnb.com/rooms/26640479,10,0.85,26640479
10,5.0,10,10,10,CAD,100,3,10,0.8,47,38,100,1,https://www.airbnb.com/rooms/33376730,10,0.9,33376730
10,4.8100000000000005,10,10,10,CAD,96,161,9,1.0,67,36,100,43,https://www.airbnb.com/rooms/29736057,10,1.0,29736057
0,0.0,0,0,0,CAD,0,0,0,0.62,12,38,100,0,https://www.airbnb.com/rooms/31381942,0,0.84,31381942
0,0.0,0,0,0,CAD,0,70,0,0.4,13,38,100,0,https://www.airbnb.com/rooms/35868812,0,0.79,35868812
10,4.7,10,10,10,CAD,94,129,10,0.84,26,38,100,10,https://www.airbnb.com/rooms/31318243,10,0.89,31318243
10,4.91,10,10,10,CAD,98,161,10,1.0,61,36,100,33,https://www.airbnb.com/rooms/29683836,10,1.0,29683836
10,5.0,10,10,10,CAD,100,1,10,0.8,10,38,100,1,https://www.airbnb.com/rooms/34773298,10,0.9,34773298
0,0.0,0,0,0,CAD,0,15,0,1.0,18,38,90,0,https://www.airbnb.com/rooms/33172200,0,1.0,33172200
0,0.0,0,0,0,CAD,0,3,0,0.8,47,38,100,0,https://www.airbnb.com/rooms/33376631,0,0.9,33376631
10,4.5600000000000005,9,9,10,CAD,91,9,9,0.8,5,38,100,9,https://www.airbnb.com/rooms/28687568,10,0.9,28687568
10,4.9,10,10,10,CAD,98,33,10,1.0,45,38,100,20,https://www.airbnb.com/rooms/30795481,10,0.9,30795481
10,5.0,10,10,10,CAD,100,143,10,0.65,13,36,100,18,https://www.airbnb.com/rooms/18293380,10,0.85,18293380
9,4.57,9,9,9,CAD,91,7,10,0.62,12,45,100,7,https://www.airbnb.com/rooms/31515017,9,0.85,31515017
10,5.0,10,10,10,CAD,100,1,10,1.0,8,45,100,1,https://www.airbnb.com/rooms/34544338,10,1.0,34544338
0,0.0,0,0,0,CAD,0,70,0,0.51,9,38,100,0,https://www.airbnb.com/rooms/35864777,0,0.79,35864777
10,4.89,10,10,10,CAD,98,75,9,0.72,17,36,100,9,https://www.airbnb.com/rooms/29397380,10,0.9,29397380
8,4.33,9,7,9,CAD,87,3,10,1.0,8,42,100,3,https://www.airbnb.com/rooms/30107374,8,0.9,30107374
10,4.67,10,10,10,CAD,93,0,10,1.0,17,45,0,55,https://www.airbnb.com/rooms/15554968,9,1.0,15554968
10,4.33,10,9,9,CAD,87,296,10,1.0,15,38,100,3,https://www.airbnb.com/rooms/34289732,10,0.92,34289732
10,4.75,10,10,10,CAD,95,59,8,1.0,14,37,100,4,https://www.airbnb.com/rooms/24444992,10,1.0,24444992
10,4.91,10,10,10,CAD,98,15,10,0.9,18,38,90,11,https://www.airbnb.com/rooms/31100329,9,0.95,31100329
0,0.0,0,0,0,CAD,0,0,0,0.5,7,41,0,0,https://www.airbnb.com/rooms/36094668,0,0.85,36094668
0,0.0,0,0,0,CAD,0,0,0,1.0,6,41,0,0,https://www.airbnb.com/rooms/36065895,0,0.8,36065895
10,4.67,9,10,9,CAD,93,53,10,1.0,15,45,100,3,https://www.airbnb.com/rooms/33332904,9,1.0,33332904
10,4.5,10,9,10,CAD,90,12,10,0.75,40,38,60,12,https://www.airbnb.com/rooms/15111186,9,1.0,15111186
9,5.0,9,10,10,CAD,100,256,9,0.6000000000000001,14,37,100,3,https://www.airbnb.com/rooms/33689135,10,0.8,33689135
10,4.83,10,10,10,CAD,97,18,9,0.8,45,47,100,6,https://www.airbnb.com/rooms/29466189,10,0.9,29466189
10,5.0,10,10,10,CAD,100,6,9,1.0,16,45,100,3,https://www.airbnb.com/rooms/33884368,10,1.0,33884368
10,4.75,10,10,10,CAD,95,10,9,0.95,25,47,0,4,https://www.airbnb.com/rooms/29216312,10,0.95,29216312
0,0.0,0,0,0,CAD,0,145,0,1.0,8,46,100,0,https://www.airbnb.com/rooms/35489229,0,1.0,35489229
0,0.0,0,0,0,CAD,0,93,0,1.0,17,46,0,1,https://www.airbnb.com/rooms/32438054,0,0.9,32438054
10,4.76,9,9,9,CAD,95,22,10,1.0,24,45,100,21,https://www.airbnb.com/rooms/28988062,10,1.0,28988062
9,4.68,10,9,10,CAD,94,0,10,0.9,38,45,0,19,https://www.airbnb.com/rooms/23377978,10,0.9,23377978
10,4.87,10,10,10,CAD,97,32,9,0.8,25,45,100,31,https://www.airbnb.com/rooms/18734131,10,0.85,18734131
10,4.67,10,10,10,CAD,93,9,10,1.0,17,45,100,3,https://www.airbnb.com/rooms/35320626,10,1.0,35320626
10,5.0,10,9,10,CAD,100,32,10,1.0,17,58,0,2,https://www.airbnb.com/rooms/1902791,10,1.0,1902791
10,4.63,9,9,9,CAD,93,0,10,1.0,16,57,0,70,https://www.airbnb.com/rooms/15096589,9,1.0,15096589
10,4.67,10,10,10,CAD,93,8,9,1.0,29,58,100,7,https://www.airbnb.com/rooms/27264961,10,1.0,27264961
9,4.67,10,10,10,CAD,93,18,10,1.0,24,55,80,3,https://www.airbnb.com/rooms/31258530,9,1.0,31258530
0,0.0,0,0,0,CAD,0,22,0,1.0,9,58,100,0,https://www.airbnb.com/rooms/36104952,0,0.85,36104952
9,4.5,9,10,10,CAD,90,14,9,1.0,30,55,85,9,https://www.airbnb.com/rooms/26952666,10,1.0,26952666
0,0.0,0,0,0,CAD,0,31,0,0.9,32,59,100,0,https://www.airbnb.com/rooms/35864891,0,0.95,35864891
10,5.0,10,10,10,CAD,100,18,10,0.95,26,55,100,18,https://www.airbnb.com/rooms/31513442,10,0.97,31513442
10,4.96,10,10,10,CAD,99,25,9,1.0,32,58,100,25,https://www.airbnb.com/rooms/15177096,10,1.0,15177096
10,4.86,10,10,10,CAD,97,18,9,1.0,23,55,80,7,https://www.airbnb.com/rooms/31309420,10,1.0,31309420
10,4.86,10,10,10,CAD,97,36,10,0.71,9,55,100,21,https://www.airbnb.com/rooms/23519143,10,0.9,23519143
0,0.0,0,0,0,CAD,0,0,0,1.0,12,58,0,0,https://www.airbnb.com/rooms/35340215,0,0.9,35340215
0,0.0,0,0,0,CAD,0,0,0,1.0,11,57,0,0,https://www.airbnb.com/rooms/35571565,0,1.0,35571565
0,0.0,0,0,0,CAD,0,0,0,1.0,9,55,0,0,https://www.airbnb.com/rooms/23380148,0,1.0,23380148
0,0.0,0,0,0,CAD,0,0,0,0.9,9,58,100,0,https://www.airbnb.com/rooms/33496576,0,0.95,33496576
10,5.0,10,10,10,CAD,100,6,10,0.8,18,58,100,6,https://www.airbnb.com/rooms/33202570,10,1.0,33202570
8,4.24,9,8,9,CAD,85,21,9,0.7000000000000001,41,55,100,21,https://www.airbnb.com/rooms/19736925,8,0.9,19736925
0,0.0,0,0,0,CAD,0,0,0,1.0,11,55,0,0,https://www.airbnb.com/rooms/33880508,0,1.0,33880508
10,5.0,10,10,10,CAD,100,6,10,1.0,19,58,100,4,https://www.airbnb.com/rooms/30066848,10,0.8,30066848
10,5.0,10,10,10,CAD,100,5,10,0.72,16,62,100,1,https://www.airbnb.com/rooms/32961195,10,0.79,32961195
0,0.0,0,0,0,CAD,0,0,0,1.0,21,55,0,0,https://www.airbnb.com/rooms/35877271,0,1.0,35877271
0,0.0,0,0,0,CAD,0,12,0,0.8,23,59,97,0,https://www.airbnb.com/rooms/35905605,0,0.85,35905605
10,4.5,10,10,10,CAD,90,4,10,0.85,22,58,0,2,https://www.airbnb.com/rooms/19500867,10,0.9,19500867
10,4.67,9,9,8,CAD,93,47,10,1.0,17,59,100,3,https://www.airbnb.com/rooms/16491513,8,1.0,16491513
0,0.0,0,0,0,CAD,0,0,0,1.0,3,55,0,0,https://www.airbnb.com/rooms/21530156,0,1.0,21530156
9,4.5,10,9,10,CAD,90,20,9,0.85,41,59,100,16,https://www.airbnb.com/rooms/30666270,9,0.9,30666270
10,5.0,10,10,10,CAD,100,26,10,0.7000000000000001,17,58,100,12,https://www.airbnb.com/rooms/31533707,10,0.85,31533707
0,0.0,0,0,0,CAD,0,0,0,0.9,15,55,0,0,https://www.airbnb.com/rooms/35830201,0,1.0,35830201
8,3.73,8,8,7,CAD,75,101,10,1.0,16,58,100,14,https://www.airbnb.com/rooms/16257847,8,1.0,16257847
0,0.0,0,0,0,CAD,0,4,0,1.0,33,55,100,0,https://www.airbnb.com/rooms/34932555,0,1.0,34932555
10,5.0,9,10,8,CAD,100,0,9,0.8,40,59,0,2,https://www.airbnb.com/rooms/33247850,10,0.9,33247850
9,4.43,10,8,10,CAD,89,181,10,1.0,12,59,100,21,https://www.airbnb.com/rooms/17022778,9,1.0,17022778
10,4.92,10,10,10,CAD,98,26,9,0.75,10,59,100,12,https://www.airbnb.com/rooms/31686282,10,0.85,31686282
0,0.0,0,0,0,CAD,0,1,0,1.0,25,58,100,0,https://www.airbnb.com/rooms/34085381,0,1.0,34085381
0,0.0,0,0,0,CAD,0,0,0,1.0,5,55,0,0,https://www.airbnb.com/rooms/33881156,0,1.0,33881156
10,4.89,10,10,10,CAD,98,130,9,0.8,43,59,100,37,https://www.airbnb.com/rooms/22398831,10,0.9,22398831
10,5.0,10,10,10,CAD,100,2,10,0.85,6,59,100,2,https://www.airbnb.com/rooms/33836872,10,0.9,33836872
0,0.0,0,0,0,CAD,0,0,0,1.0,5,55,0,0,https://www.airbnb.com/rooms/31306291,0,1.0,31306291
10,5.0,10,10,10,CAD,100,42,10,0.7000000000000001,7,58,100,25,https://www.airbnb.com/rooms/24495901,10,0.9,24495901
10,5.0,10,10,10,CAD,100,2,10,0.75,16,55,0,2,https://www.airbnb.com/rooms/16096810,10,0.9,16096810
0,0.0,0,0,0,CAD,0,0,0,0.75,5,55,0,0,https://www.airbnb.com/rooms/32180970,0,0.85,32180970
9,4.67,7,9,9,CAD,93,18,9,1.0,23,55,80,3,https://www.airbnb.com/rooms/31145373,9,1.0,31145373
9,4.34,8,9,7,CAD,87,101,10,1.0,12,58,100,30,https://www.airbnb.com/rooms/16203158,9,1.0,16203158
10,5.0,10,10,10,CAD,100,18,10,1.0,21,55,80,3,https://www.airbnb.com/rooms/31170852,10,1.0,31170852
0,0.0,0,0,0,CAD,0,22,0,1.0,6,58,100,0,https://www.airbnb.com/rooms/36001229,0,0.85,36001229
0,0.0,0,0,0,CAD,0,0,0,1.0,10,55,0,0,https://www.airbnb.com/rooms/24892472,0,1.0,24892472
10,4.8,10,9,10,CAD,96,28,8,1.0,15,59,0,10,https://www.airbnb.com/rooms/15956345,9,1.0,15956345
0,0.0,0,0,0,CAD,0,0,0,0.52,7,55,100,0,https://www.airbnb.com/rooms/35496477,0,0.78,35496477
10,4.74,10,9,10,CAD,95,120,10,1.0,36,72,100,27,https://www.airbnb.com/rooms/24117290,9,1.0,24117290
0,0.0,0,0,0,CAD,0,0,0,1.0,24,68,0,0,https://www.airbnb.com/rooms/36117034,0,1.0,36117034
0,0.0,0,0,0,CAD,0,0,0,1.0,5,68,0,0,https://www.airbnb.com/rooms/36115982,0,1.0,36115982
0,0.0,0,0,0,CAD,0,0,0,1.0,5,68,0,0,https://www.airbnb.com/rooms/36115746,0,1.0,36115746
0,0.0,0,0,0,CAD,0,6,0,1.0,8,91,0,0,https://www.airbnb.com/rooms/33746004,0,1.0,33746004
0,0.0,0,0,0,CAD,0,0,0,1.0,36,91,100,0,https://www.airbnb.com/rooms/36076710,0,1.0,36076710
