guest_satisfication,host_reviews,monthly_price_factor,picture_count,price,response_rate,reviews_count,weekly_price_factor,listing_key
0,0,1.0,3,659,0,0,1.0,17877025
0,0,1.0,11,659,0,0,1.0,10500288
0,1,1.0,18,659,50,1,1.0,31463700
0,23,1.0,33,659,100,0,1.0,34789383
95,633,1.0,29,659,100,26,1.0,10864107
0,6,1.0,12,659,100,1,1.0,20478972
100,229,0.5,15,659,100,4,0.9,15874977
0,1,1.0,16,725,0,0,1.0,33186603
0,234,1.0,6,725,100,0,1.0,30770451
0,0,1.0,20,725,0,0,1.0,32082680
100,415,0.9,89,723,100,1,0.95,19467994
100,12,1.0,12,725,100,2,1.0,19072147
0,0,1.0,7,725,0,0,1.0,19641731
0,2817,1.0,33,723,100,0,1.0,35678443
0,24,0.65,16,725,91,0,0.9,22323622
0,0,1.0,6,731,0,0,1.0,22563413
0,1,0.85,40,725,0,1,1.0,23581324
0,452,0.8,48,725,100,0,1.0,31088292
0,36,1.0,7,726,94,0,1.0,5271878
0,1,1.0,15,725,0,0,1.0,30350030
95,6,0.85,39,725,100,4,0.9,9767680
100,180,0.8,59,725,100,2,1.0,23487340
0,35,1.0,16,725,0,0,1.0,6700129
100,4,0.33,9,725,0,2,1.0,3473283
89,111,1.0,27,723,100,21,1.0,15789823
0,47,1.0,19,725,100,0,0.9,12203863
90,5,1.0,27,725,60,2,1.0,28008638
0,98,1.0,22,725,90,0,0.91,8086578
100,80,0.75,36,725,100,5,0.95,3985515
0,0,1.0,8,725,0,0,1.0,29759128
0,119,1.0,11,725,0,0,1.0,34786145
0,0,1.0,18,723,100,0,1.0,32284784
100,14,0.45,37,725,80,9,0.65,5561120
0,20,1.0,12,725,100,1,1.0,19469951
100,28,1.0,16,725,0,1,1.0,11432057
0,25,0.85,5,725,100,0,0.9,20888044
92,112,1.0,20,721,100,5,1.0,12494686
0,47,1.0,17,725,100,0,0.9,16263665
100,24,0.65,43,725,91,3,0.9,19643285
100,11,0.75,15,725,88,2,1.0,12797019
0,0,1.0,1,725,100,0,1.0,35283265
0,15,1.0,12,754,100,0,1.0,7244598
0,7,1.0,17,755,100,0,1.0,26468311
0,0,0.8,22,758,0,0,0.95,31313194
0,0,0.93,17,751,0,0,0.93,27603626
0,25,1.0,33,754,100,0,1.0,9235933
0,269,1.0,21,752,74,0,1.0,26218815
0,12,1.0,34,758,100,0,1.0,19738348
100,269,1.0,28,752,74,9,1.0,18758185
0,269,1.0,22,752,74,0,1.0,26219224
0,7,1.0,16,759,100,0,1.0,28894069
99,21,0.85,32,758,100,17,0.95,14472493
100,8,1.0,23,758,83,8,1.0,23306602
0,8,1.0,13,758,80,0,1.0,29049580
0,0,1.0,8,751,0,0,1.0,26352063
0,0,1.0,4,751,0,0,1.0,31923716
87,3,0.9,18,791,100,3,1.0,30929655
0,1841,1.0,15,791,100,0,1.0,35714113
0,2,1.0,34,791,0,0,1.0,32206362
0,0,1.0,13,791,0,0,1.0,33561713
0,8,1.0,16,788,100,0,1.0,34211158
0,14,1.0,15,791,80,0,1.0,14076263
0,1,1.0,16,791,50,0,1.0,30673876
0,4,1.0,23,791,100,0,1.0,18350104
0,1,0.9,13,789,100,0,0.9,36036772
100,10,1.0,19,784,100,7,1.0,31145367
0,423,0.55,35,791,50,0,0.95,875173
0,0,0.9,54,791,0,0,0.95,34567289
96,25,1.0,22,789,0,16,1.0,11776053
0,91,1.0,17,789,100,1,0.9,6476104
100,20,1.0,83,791,100,1,1.0,26609769
0,28,0.30000000000000004,17,791,0,0,1.0,4687633
0,0,0.8,30,784,0,0,0.95,31594665
0,0,0.8,30,791,0,0,0.95,21880057
0,1,1.0,60,791,100,0,1.0,29783412
0,0,0.9,9,789,0,0,1.0,33334004
100,188,0.9,112,791,98,1,0.9,34940465
0,5,1.0,14,791,0,0,1.0,26474296
0,171,1.0,57,791,100,0,1.0,28490709
0,0,1.0,4,791,0,0,1.0,21563177
0,0,1.0,19,791,0,0,0.7000000000000001,34744983
0,38,1.0,31,791,100,0,1.0,32749786
100,3,1.0,55,791,0,1,1.0,24749664
0,0,1.0,4,791,0,0,1.0,25353604
0,50,1.0,40,791,100,0,1.0,29409736
0,47,1.0,17,784,100,0,0.9,12204263
0,2,1.0,31,791,0,0,1.0,23499006
0,1,1.0,8,791,0,1,0.95,31749949
0,0,1.0,15,789,100,0,1.0,32285385
0,1841,1.0,4,791,100,0,1.0,35736311
94,24,1.0,39,791,56,16,0.85,11302478
100,18,0.9,35,789,100,1,0.95,33911847
0,0,1.0,32,791,0,0,1.0,26874173
0,2,0.6000000000000001,36,789,100,0,0.79,31590404
0,269,1.0,47,795,74,0,1.0,35573324
0,148,1.0,31,795,100,0,1.0,27679350
0,0,1.0,23,795,50,0,1.0,12853320
0,0,1.0,32,841,100,0,1.0,29734641
0,0,1.0,4,847,0,0,1.0,29392037
0,0,1.0,15,847,0,0,1.0,31334395
0,38,0.65,60,843,73,0,0.9,27225639
0,2,1.0,18,847,0,0,1.0,29533671
97,1344,0.93,21,24,100,51,0.95,30552555
98,83,1.0,26,29,0,56,1.0,3522188
100,190,0.7000000000000001,34,22,93,14,0.87,16660228
0,0,0.8,60,30,0,0,0.9,36035513
94,74,0.8,12,24,100,20,0.94,11272420
93,224,0.9,28,21,100,90,0.95,20254765
90,2,1.0,19,38,90,2,1.0,32790964
84,29,0.8,28,38,82,5,0.85,34341192
100,29,1.0,31,40,82,4,1.0,34342308
0,2,1.0,19,38,90,0,1.0,34182706
96,16,0.8,13,33,100,15,0.89,22429370
0,29,0.8,31,40,82,0,0.85,34341688
0,474,0.9,14,46,97,0,0.95,32315042
97,10,1.0,46,45,0,6,1.0,9789658
0,0,0.95,1,41,0,0,0.95,29102004
96,52,0.7000000000000001,11,43,100,46,0.95,5136749
97,75,0.7000000000000001,12,42,100,8,1.0,21488874
80,6,0.8,27,51,100,5,0.9,32846269
80,32,1.0,16,58,0,4,1.0,1902795
0,22,1.0,5,58,100,0,0.85,36001145
94,235,0.6000000000000001,28,53,100,57,0.7000000000000001,21260555
0,1,1.0,15,69,100,0,1.0,36025275
0,43,1.0,9,62,100,0,1.0,36066802
100,2,1.0,9,67,0,2,1.0,21567296
0,73,1.0,14,65,90,0,1.0,31416145
0,0,1.0,3,62,0,0,1.0,19924832
99,380,0.9,26,66,100,16,1.0,20412969
92,32,1.0,16,63,0,5,1.0,1902797
0,1,0.6000000000000001,18,62,100,0,1.0,12559063
100,160,1.0,45,62,100,8,1.0,31799051
98,92,0.7000000000000001,21,66,40,11,1.0,20948878
0,0,1.0,14,62,0,0,1.0,36058773
100,160,1.0,28,62,100,10,1.0,27728768
100,1,0.7000000000000001,6,72,100,1,0.85,35687554
0,1,0.8200000000000001,18,79,67,0,1.0,32952421
100,369,1.0,13,74,0,2,1.0,13899165
63,617,1.0,97,78,100,6,1.0,24656212
93,3,0.65,23,75,100,3,0.84,29616519
80,8,1.0,35,72,0,1,1.0,26867988
0,1,1.0,17,75,0,0,1.0,33743161
73,3,1.0,7,74,0,3,1.0,27850269
0,0,1.0,26,75,0,0,1.0,35679018
95,22,0.75,31,75,100,17,0.9,23525861
89,617,0.95,97,86,100,68,0.95,14127049
100,2,1.0,27,90,100,1,1.0,34968749
87,369,1.0,14,84,100,6,1.0,11639764
100,1,0.78,25,82,100,1,0.88,33594618
0,1,1.0,14,90,0,1,1.0,22971406
100,2,1.0,7,82,0,1,0.8,30885077
0,4,0.7000000000000001,24,82,100,0,0.78,34966308
0,2,0.79,15,82,90,0,0.85,34139140
40,10,1.0,12,86,0,1,0.9,31020562
0,110,0.92,25,82,100,0,0.95,33832104
98,29,0.85,14,83,100,10,1.0,26451766
86,29,1.0,28,90,82,10,1.0,27579879
0,93,0.88,18,99,95,0,0.92,35945570
90,180,1.0,25,99,100,6,1.0,25452941
0,3,1.0,10,99,50,0,1.0,31221169
0,3,1.0,10,99,50,0,1.0,31165503
0,673,1.0,17,92,98,0,1.0,36082864
0,673,1.0,16,92,98,0,1.0,36082486
0,0,1.0,8,101,0,0,1.0,36093696
99,223,0.85,14,99,88,29,0.9,19952179
100,30,0.85,27,95,100,1,0.9,33971812
95,123,0.65,54,98,100,38,0.85,17991173
80,9,1.0,3,99,0,5,1.0,23920544
97,38,1.0,34,91,100,36,1.0,11621817
100,45,1.0,16,94,100,1,1.0,24103151
86,65,0.7000000000000001,21,92,100,14,0.9,18347707
0,1,0.65,5,107,0,0,0.85,35911712
0,1,0.65,5,105,0,0,0.85,35908444
100,56,1.0,14,109,95,5,0.9,33023221
0,5,1.0,5,103,0,0,1.0,36033004
80,47,1.0,31,108,100,3,1.0,8826956
80,9,0.51,21,105,100,1,0.79,32809200
94,78,0.9,17,105,100,28,1.0,22572128
0,73,1.0,14,104,90,0,1.0,28577449
0,1,0.75,33,103,100,0,0.9,35708127
89,67,1.0,46,104,100,11,1.0,7634579
80,30,0.85,16,107,100,1,0.9,33970079
0,1,0.56,20,103,0,0,1.0,32931634
0,93,0.8200000000000001,23,103,95,0,0.9,35704886
95,140,1.0,22,109,100,129,1.0,10151988
100,30,0.85,32,107,100,1,0.9,33971199
0,1,1.0,13,112,100,0,1.0,35881501
40,7,1.0,30,113,100,1,1.0,30589852
100,15,1.0,12,112,100,1,1.0,32241480
0,0,1.0,1,119,100,0,0.95,35225541
0,0,0.8,26,112,100,0,0.92,33098650
0,1,1.0,24,112,100,0,1.0,35383762
0,14,1.0,27,112,100,0,1.0,35804018
88,633,1.0,19,112,100,5,1.0,15558704
94,50,1.0,16,125,60,48,1.0,17420880
90,39,0.7000000000000001,9,127,83,2,0.9,16463357
100,3,0.75,20,129,0,3,0.92,23686684
0,7,1.0,9,123,100,0,1.0,32811335
0,36,0.8,17,132,100,0,1.0,35636641
0,360,1.0,37,132,0,0,1.0,21665230
97,329,0.46,31,132,100,7,1.0,25574398
0,360,1.0,56,132,0,0,1.0,21665231
100,9,0.55,17,132,100,1,0.79,27853457
0,7,1.0,34,137,100,0,1.0,32899015
0,1,0.71,5,138,0,1,0.85,18448103
0,20,0.8,76,132,100,0,1.0,26466134
0,1,1.0,6,137,0,0,1.0,24030862
0,3228,1.0,20,134,97,0,1.0,22435717
80,10,1.0,27,132,0,3,1.0,10011473
0,130,0.51,28,137,100,0,0.79,35870357
0,5,1.0,14,132,100,0,1.0,23699046
0,0,0.85,18,149,0,0,0.9,21243144
100,68,0.8,15,158,100,16,1.0,20968569
100,10,1.0,47,154,100,4,1.0,32915304
98,109,1.0,27,158,90,109,1.0,20147396
20,1,0.8,10,154,0,1,0.9,26805643
0,20,1.0,48,165,93,0,1.0,34542475
0,0,0.7000000000000001,16,178,0,0,0.79,35707519
0,8,1.0,58,178,100,0,1.0,32913589
60,20,1.0,32,184,93,2,0.95,33294039
100,44,1.0,32,184,100,2,1.0,32158329
0,0,1.0,21,183,88,0,1.0,34806205
0,255,0.75,18,194,100,0,0.9,36100219
0,129,0.75,15,198,100,0,1.0,32282461
0,1,0.8,20,198,0,1,0.9,11690294
80,14,1.0,7,198,100,3,1.0,10209650
0,7,1.0,14,207,100,0,1.0,28891937
98,93,0.7000000000000001,25,206,100,53,0.95,14877585
0,0,1.0,14,206,0,0,1.0,35609279
0,0,1.0,6,204,100,0,0.75,35224195
0,0,1.0,17,256,100,0,1.0,27971769
100,296,0.9,29,290,100,2,0.95,30954442
95,4,0.9,20,303,0,4,0.95,18579174
0,0,1.0,9,302,100,0,1.0,36029351
97,179,0.8,15,328,100,8,1.0,21052396
0,15,0.85,35,372,100,0,0.9,33676992
0,15,0.85,33,390,100,0,0.9,13117270
0,64,1.0,8,389,50,0,1.0,27856404
99,111,0.75,18,391,92,17,0.75,12226131
92,3334,1.0,37,395,99,70,1.0,4645303
95,42,1.0,57,394,100,4,0.79,17961260
0,64,1.0,4,412,50,0,1.0,22691958
0,0,1.0,7,411,0,0,1.0,34925061
80,64,1.0,18,785,50,1,0.8200000000000001,20865178
0,64,1.0,14,785,50,0,1.0,20921140
100,23,0.75,50,842,90,2,0.95,32384955
87,1845,1.0,23,20,99,111,1.0,11618934
85,513,1.0,13,20,94,250,0.9,10632308
97,90,0.73,13,20,96,77,0.9,31513474
90,200,0.9,15,20,100,44,0.9,30496034
98,149,1.0,51,21,96,80,1.0,23875192
87,380,0.7000000000000001,20,20,100,9,0.9,32790415
97,440,0.9,19,20,100,81,0.95,20539371
100,2208,1.0,8,20,100,1,1.0,33554350
97,98,1.0,13,20,100,44,1.0,19389642
98,98,1.0,11,20,100,41,1.0,19671491
86,119,1.0,20,30,100,24,1.0,30555613
96,162,0.95,12,20,88,49,1.0,20384844
97,84,0.95,18,20,100,7,0.97,33855697
96,162,1.0,12,20,88,40,1.0,20212052
83,513,1.0,12,20,94,32,0.9,15955731
93,118,0.8,13,20,100,66,1.0,20266041
96,440,0.9,18,20,100,37,0.95,20535500
97,142,0.95,36,20,100,72,1.0,19889783
96,51,1.0,11,20,0,25,0.88,21165964
82,326,0.85,20,20,100,9,0.9,31639144
96,115,1.0,12,20,93,16,1.0,29339211
98,132,0.85,10,20,100,33,0.9,20759027
98,13,1.0,9,20,100,13,1.0,25167434
98,10,0.9,12,20,100,9,0.95,34170094
85,94,1.0,13,20,100,15,1.0,28104094
91,43,0.8,12,20,100,14,0.9,18613526
0,0,1.0,9,20,0,0,1.0,35818467
91,51,1.0,11,20,100,7,0.89,22163495
100,8,0.85,11,20,100,1,0.9,35192590
91,26,1.0,32,20,100,16,1.0,29369120
93,43,0.8,7,20,100,9,0.9,18613201
0,0,1.0,9,20,0,0,1.0,35818636
92,200,0.9,11,20,100,12,0.9,33665160
97,440,0.9,18,20,100,15,0.95,21093036
0,0,1.0,8,20,0,0,1.0,35818158
96,15,0.9,15,20,90,10,0.95,31293323
0,0,1.0,10,20,0,0,1.0,35816522
96,80,0.7000000000000001,4,20,100,20,0.9,18413421
98,2208,1.0,8,26,100,25,1.0,32944010
95,440,0.9,19,20,100,20,0.95,20538472
96,277,0.79,14,20,100,104,0.87,17641351
97,584,1.0,16,20,100,114,1.0,19486864
95,127,0.95,28,30,95,37,0.97,23560464
96,20,0.62,7,30,100,5,0.98,29459955
93,42,1.0,11,30,100,12,1.0,29937514
90,73,0.8,6,30,0,73,0.9,6387113
95,24,1.0,14,30,100,16,0.9,23461763
0,26,0.7000000000000001,16,30,0,0,1.0,33802360
94,71,1.0,28,30,100,35,1.0,27933670
100,18,0.9,50,30,100,6,0.95,21562318
93,57,1.0,11,30,100,18,1.0,31567552
100,4,0.8,11,30,100,4,0.87,34286594
98,122,0.7000000000000001,12,30,100,10,0.86,11300329
100,10,1.0,12,30,94,2,0.85,34714907
97,302,1.0,52,30,100,21,1.0,30042025
100,421,0.9,25,39,94,2,0.95,33934532
87,14,0.7000000000000001,9,39,100,3,0.85,31435076
95,122,0.8300000000000001,17,39,100,19,0.92,20678502
98,16,0.7000000000000001,12,39,90,11,0.8,27756294
92,0,1.0,18,39,0,89,1.0,13900522
97,13,0.6000000000000001,18,39,100,13,0.79,30774481
0,0,0.8,8,39,0,0,0.9,35803160
92,338,1.0,26,39,100,13,1.0,12445323
91,203,0.9,43,39,98,14,1.0,29758360
100,1,0.7000000000000001,29,39,100,1,0.79,35491644
0,4,0.89,7,39,80,0,0.95,35381143
97,9,0.8,11,39,100,8,0.9,22958593
98,34,0.8,20,39,0,32,0.9,11491494
92,398,0.85,26,39,100,12,0.9,31129231
100,20,0.9,18,53,100,4,0.95,25394832
0,0,1.0,9,50,0,0,1.0,14010728
98,8,0.8200000000000001,20,50,100,8,0.91,24410151
86,70,0.75,17,50,100,7,0.85,23627211
0,5,0.65,8,50,100,0,0.9,36072495
95,81,0.8,9,50,100,22,0.85,27927611
99,401,0.8,39,50,100,20,0.9,24942919
0,2,0.65,8,67,0,0,0.85,19038995
0,0,1.0,12,66,0,0,1.0,31171027
90,2,0.65,9,68,100,2,0.9,33018140
0,0,1.0,6,63,0,0,0.79,33167135
0,18,1.0,12,68,0,1,1.0,17635243
90,4,1.0,20,68,0,4,1.0,27257035
98,27,0.7000000000000001,16,66,100,27,0.9,22718957
0,0,0.85,9,66,100,0,0.9,33495168
0,1,0.5,11,66,100,0,0.84,24040242
0,0,0.8,7,68,0,0,0.9,35706947
100,51,1.0,12,68,100,1,0.84,21166012
0,0,0.75,19,67,57,0,0.79,34542743
0,0,1.0,10,68,0,0,1.0,35490987
100,2,0.8,31,67,100,2,0.9,24654519
93,369,1.0,12,70,100,3,1.0,10571283
90,8,0.9,10,66,50,8,1.0,23686810
100,88,1.0,22,68,100,2,1.0,28601808
99,81,0.8,8,64,100,15,0.85,27928361
0,6,1.0,11,64,0,0,1.0,33344652
0,0,0.9,25,67,100,0,0.95,35260603
100,1,1.0,10,68,100,1,0.95,33559566
0,49,0.75,33,66,100,0,1.0,23233750
0,0,1.0,7,68,0,0,1.0,22686240
80,232,0.9,30,70,100,1,0.95,31212194
93,342,0.8300000000000001,27,70,100,8,0.95,30537392
0,7,1.0,17,72,100,0,1.0,26849341
0,33,0.59,39,79,100,0,1.0,11710501
0,3,1.0,36,72,100,0,1.0,33476269
0,0,0.75,9,72,0,0,0.85,32760963
100,3,0.73,37,75,100,1,0.95,33371639
98,98,0.85,13,75,100,19,0.9,22086303
0,0,0.51,17,75,0,0,0.79,35417223
94,17,0.8,14,75,100,7,0.85,24884711
0,0,0.75,13,75,0,0,0.79,35550901
93,182,0.85,16,79,0,32,0.9,13716552
0,0,0.51,12,75,0,0,0.79,35994158
100,1,1.0,2,70,0,1,1.0,28740435
100,88,1.0,21,76,80,2,1.0,7871222
0,0,1.0,36,79,100,0,1.0,36076699
0,84,0.92,38,89,100,0,0.95,36110598
0,0,1.0,2,83,0,0,0.79,36105220
0,0,1.0,1,85,0,0,1.0,22684883
0,0,1.0,12,83,67,0,1.0,33814592
100,14,0.8,28,82,100,2,0.9,33337524
100,55,1.0,25,85,100,1,1.0,28810436
0,2,0.8,20,89,100,0,0.95,35804675
100,232,0.9,17,84,100,1,0.95,26670857
100,32,0.7000000000000001,3,85,0,1,1.0,1902794
100,1,0.75,9,83,40,1,0.79,32271903
0,0,1.0,12,83,0,0,1.0,29677344
0,232,0.9,37,84,100,0,0.95,33742839
94,66,0.85,13,80,100,17,0.9,21368772
0,0,0.85,8,89,0,0,1.0,33874735
0,0,1.0,11,83,100,0,1.0,33621990
87,130,0.8,20,85,100,3,0.95,27457861
0,42,1.0,19,83,100,0,0.96,31354494
100,2,0.66,21,84,100,2,0.85,28735235
0,1,1.0,10,89,0,0,1.0,33337998
87,6,0.85,22,83,0,6,0.9,19247804
67,3,0.6000000000000001,10,84,0,3,0.9,31403870
100,71,1.0,13,89,100,70,1.0,6730272
0,0,0.8,14,89,90,0,0.9,35547397
100,5,1.0,31,83,67,1,1.0,27084701
0,6,0.75,17,85,100,0,0.9,30999264
100,22,0.6900000000000001,68,82,100,1,0.86,32246714
98,83,0.6000000000000001,21,84,100,16,0.78,17419385
0,7,0.85,11,83,0,1,0.9,19296580
0,0,0.51,13,85,100,0,0.79,34463515
0,0,0.55,13,83,0,0,0.8,23303411
0,0,0.95,5,89,0,0,0.95,30064435
100,260,0.54,12,87,100,10,0.78,3251515
0,3,1.0,6,89,100,0,1.0,26531161
0,0,0.75,14,89,0,0,0.85,26782683
60,33,0.85,25,107,80,2,0.92,32467029
0,256,0.8,23,109,100,0,0.9,35057578
0,67,1.0,28,104,100,0,1.0,7436515
0,0,1.0,12,109,100,0,1.0,33739791
0,0,0.8,22,104,0,0,0.9,36111314
96,42,0.85,36,110,100,38,0.9,19946144
0,0,1.0,20,117,0,0,1.0,29124396
100,369,1.0,20,116,100,1,1.0,5769741
0,13,1.0,18,120,0,0,1.0,26254355
0,13,0.7000000000000001,25,118,0,0,0.9,21666848
0,9,1.0,27,117,60,0,1.0,25844989
0,1,0.51,7,114,0,0,0.79,15395864
80,25,0.8,17,116,0,1,0.9,22152092
0,1,1.0,4,114,0,0,1.0,29885384
0,73,1.0,10,117,90,0,1.0,17386525
100,34,1.0,10,112,100,2,1.0,12868179
0,0,0.7000000000000001,18,131,0,0,0.9,30246811
0,0,1.0,5,137,0,0,1.0,16189951
0,3,1.0,20,131,0,0,1.0,31959207
98,3228,1.0,20,134,97,11,1.0,11634472
80,140,1.0,18,131,100,1,1.0,8810011
0,4,0.51,35,131,0,0,0.79,35217658
100,3228,1.0,19,134,97,1,1.0,30854640
98,80,0.5,22,131,100,9,0.9,21164454
0,0,0.8,6,137,0,0,0.9,16546345
0,0,1.0,5,137,0,0,1.0,31569045
82,33,0.8,27,158,80,12,0.95,30962204
96,25,0.85,22,237,100,10,0.9,23167746
70,60,1.0,7,254,30,21,1.0,17512765
82,108,0.9,22,263,100,28,1.0,10410572
99,29,0.55,38,263,100,27,1.0,27291967
89,88,0.51,18,263,100,51,1.0,18156957
95,3334,1.0,28,263,100,29,1.0,17750116
96,69,1.0,70,263,100,69,1.0,9791481
98,71,0.75,24,270,100,36,1.0,14611154
92,229,0.75,9,262,100,19,0.95,15134281
96,3334,1.0,28,263,100,79,1.0,17855607
98,1342,1.0,68,262,100,70,1.0,18977822
91,38,0.5,40,262,100,38,0.93,1969919
93,640,1.0,27,263,90,4,1.0,4308300
84,7,0.85,42,267,100,5,0.9,30560817
95,3334,1.0,31,263,100,21,1.0,25167570
0,0,1.0,9,263,100,0,1.0,21380972
0,3,0.51,16,263,50,0,1.0,33914652
0,0,1.0,7,262,0,0,1.0,23993910
100,29,1.0,22,263,100,2,1.0,26985652
60,95,1.0,20,262,100,2,1.0,5178979
0,0,1.0,3,263,100,0,1.0,35262660
0,0,0.75,2,263,0,0,0.79,15657026
99,47,0.94,23,263,100,38,0.94,14000049
98,36,1.0,27,263,0,9,1.0,5847833
100,4,1.0,33,263,100,4,1.0,28734512
100,46,0.85,27,262,100,45,0.97,11341623
0,0,1.0,12,263,0,0,1.0,28151445
93,95,1.0,13,262,100,3,1.0,5142990
100,2,0.8,23,262,100,2,0.85,29316436
100,2,0.65,24,263,100,1,0.9,34066177
0,2,1.0,3,263,0,0,1.0,28053369
100,3,1.0,25,263,100,3,1.0,21878084
0,29,0.85,23,263,100,0,1.0,26638678
0,269,1.0,19,267,74,0,1.0,34750619
98,38,1.0,37,270,100,24,1.0,12445282
0,0,1.0,8,263,100,0,1.0,34343946
0,269,1.0,19,263,74,0,1.0,21478138
0,0,1.0,3,263,100,0,1.0,35261896
0,0,0.8,19,264,0,0,0.9,32308840
100,5,1.0,34,270,100,3,1.0,30069303
100,24,0.9,15,262,100,18,0.95,13306407
0,0,1.0,7,263,0,0,1.0,20785394
87,130,0.7000000000000001,36,263,100,8,0.9,5903581
80,16,1.0,7,263,100,1,1.0,30123123
0,1,1.0,4,263,0,0,1.0,18161904
90,31,1.0,23,262,100,4,1.0,14040945
65,95,1.0,23,262,100,4,1.0,5537608
93,15,0.6000000000000001,58,263,100,12,0.95,1069414
100,75,0.6000000000000001,22,263,100,6,0.85,22006277
0,21,1.0,31,270,93,0,1.0,34537199
100,55,1.0,12,263,96,1,1.0,30231274
0,6,1.0,119,270,97,0,1.0,34916769
0,3,1.0,9,262,70,0,1.0,33967348
0,4,1.0,20,267,100,0,1.0,33997906
0,4,0.8,26,268,100,0,0.9,24079823
0,83,0.8,29,263,90,0,0.9,30905496
0,0,1.0,7,263,100,0,1.0,27810071
86,93,0.85,23,267,100,7,1.0,16578402
0,4,1.0,30,268,100,0,1.0,26536568
0,0,1.0,9,263,100,0,1.0,34417728
0,0,0.95,23,262,100,0,0.95,32633851
100,2,1.0,25,263,100,1,1.0,23765040
0,4,0.8,28,268,100,0,0.9,24079812
0,4,0.8,28,268,100,0,0.9,24079811
0,0,1.0,7,264,0,0,1.0,30229566
0,29,1.0,23,263,0,0,0.85,17569395
100,3,0.8,18,268,0,2,0.9,20056073
40,18,1.0,17,262,0,1,1.0,16369342
0,28,1.0,13,263,0,0,1.0,26445898
0,0,1.0,9,263,33,0,1.0,24465047
0,8,1.0,8,263,0,3,1.0,27029798
100,10,0.88,13,263,0,2,0.95,21391869
20,2,1.0,15,263,0,2,1.0,23814884
0,11,1.0,12,263,0,0,1.0,30796573
0,6,1.0,23,263,100,0,1.0,33314882
100,285,0.6000000000000001,28,263,100,3,0.93,20981659
0,5,1.0,44,263,0,2,1.0,16647420
80,19,1.0,21,263,100,4,0.93,1107527
0,6,0.8,16,268,0,0,1.0,32129847
0,0,0.85,9,263,0,0,0.9,11911332
0,0,1.0,8,263,100,0,1.0,3180590
60,2,1.0,26,262,100,2,1.0,20911207
100,16,1.0,9,263,0,1,1.0,9146339
0,5,1.0,1,263,0,0,1.0,2619592
80,7,0.59,17,263,0,1,1.0,6051523
0,6,1.0,19,263,100,0,1.0,16841293
40,5,0.71,17,262,100,1,1.0,31962905
0,308,0.65,46,262,100,0,0.85,32745813
0,1,1.0,23,263,80,0,1.0,33989762
0,0,1.0,7,263,100,0,1.0,27809892
97,142,1.0,52,263,100,26,1.0,5192217
88,3334,1.0,23,263,100,30,1.0,17812030
92,89,0.6900000000000001,46,262,100,41,1.0,7473809
84,3334,1.0,29,263,100,36,1.0,17809823
89,3334,1.0,35,263,100,70,1.0,4644950
0,308,0.65,33,263,100,0,0.85,35683268
93,16,1.0,13,262,100,3,1.0,22444472
94,14,1.0,11,262,100,13,0.9,20795104
96,317,1.0,26,263,100,9,1.0,4808183
98,36,0.6000000000000001,18,262,100,12,0.85,13471648
0,4,0.8,42,263,100,0,1.0,32842847
94,3334,1.0,30,263,100,34,1.0,17773698
100,14,0.8,80,296,100,1,0.9,32161075
97,8,1.0,24,296,100,7,0.75,23168286
0,95,1.0,19,296,100,0,1.0,19806305
0,2,1.0,20,296,0,0,1.0,20816758
0,5,1.0,12,295,100,0,1.0,32477839
100,73,0.75,46,296,100,58,0.9,7064876
0,1,1.0,25,296,0,1,1.0,19506856
100,25,1.0,16,296,100,5,1.0,12836278
0,0,1.0,19,293,33,0,1.0,32957158
98,73,0.75,58,296,100,13,0.9,21014056
80,5,1.0,16,296,100,5,1.0,29779068
0,0,1.0,10,296,0,0,0.9,31438491
0,0,0.9,27,296,100,0,1.0,33845158
80,565,1.0,13,296,75,1,1.0,9543300
100,20,1.0,18,296,90,1,1.0,10382955
100,1,0.61,7,296,0,1,1.0,4795596
90,24,0.8,22,296,56,3,0.9,11443056
0,2,1.0,13,296,0,0,1.0,21125675
0,3,1.0,12,296,0,1,1.0,29238954
0,0,1.0,5,296,100,0,1.0,34506584
0,0,1.0,21,317,100,0,1.0,21473245
100,179,1.0,27,316,100,1,1.0,25314306
0,1,0.85,22,316,100,0,0.95,35050684
92,26,0.9,27,316,100,12,1.0,22446165
0,2,1.0,14,316,0,0,1.0,32636195
100,269,1.0,35,316,74,4,1.0,24675284
0,0,0.7000000000000001,22,316,100,0,0.9,35338266
100,179,1.0,13,312,100,6,1.0,23750661
0,0,1.0,13,318,100,0,1.0,36030612
100,2,1.0,32,314,0,1,1.0,21645731
0,0,1.0,9,316,0,0,1.0,33284991
100,232,0.9,22,320,100,3,0.95,31065685
92,50,0.9,31,316,100,13,1.0,19590918
0,0,1.0,13,318,100,0,1.0,36031278
0,0,0.8,3,316,0,0,0.85,11591162
0,0,0.8200000000000001,15,316,0,0,0.87,35832926
95,421,1.0,37,318,100,16,0.9,18857333
98,485,0.8200000000000001,43,314,98,38,0.95,21800203
100,269,1.0,42,316,74,3,1.0,18773276
100,61,0.7000000000000001,17,329,100,1,0.88,22956866
0,0,1.0,11,335,100,0,1.0,36027744
0,2,1.0,25,337,0,0,1.0,19388407
92,633,1.0,27,335,100,21,1.0,16487625
0,0,0.98,11,333,0,0,0.98,31752393
0,3,1.0,34,331,100,0,1.0,32663392
100,3,1.0,24,331,100,1,1.0,32663364
